id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id2875421,2,2016-03-14 17:24:55,2016-03-14 17:32:30,1,-73.98215484619139,40.76793670654297,-73.96463012695312,40.765602111816406,N,455
id3667993,2,2016-01-03 04:18:57,2016-01-03 04:27:03,1,-73.98052215576173,40.73052978515625,-73.99799346923827,40.746219635009766,N,486
id2002463,2,2016-01-14 12:28:56,2016-01-14 12:37:17,1,-73.9656524658203,40.7683982849121,-73.96006774902342,40.7793083190918,N,501
id1635353,2,2016-03-04 23:20:58,2016-03-04 23:49:29,5,-73.98509216308595,40.75918960571289,-73.96215057373048,40.7098503112793,N,1711
id1850636,1,2016-02-05 00:21:28,2016-02-05 00:52:24,1,-73.99453735351561,40.75043869018555,-74.02571868896483,40.63109970092773,N,1856
id2135926,1,2016-02-24 19:55:41,2016-02-24 20:04:17,1,-73.9558334350586,40.764122009277344,-73.97246551513672,40.74626541137695,N,516
id1509328,2,2016-06-17 09:47:02,2016-06-17 10:11:17,2,-73.98423767089844,40.74432373046875,-73.97466278076173,40.74211883544922,N,1455
id2302144,1,2016-06-14 21:24:21,2016-06-14 21:36:42,1,-73.90413665771484,40.862701416015625,-73.89300537109375,40.831321716308594,N,741
id0453108,2,2016-05-04 19:48:09,2016-05-04 20:30:10,1,-73.78182983398438,40.64477157592773,-73.94233703613281,40.832279205322266,N,2521
id1944291,1,2016-02-20 11:06:18,2016-02-20 11:10:32,1,-73.99140167236328,40.74981689453125,-73.9898910522461,40.756885528564446,N,254
id3545382,2,2016-02-23 11:02:19,2016-02-23 11:05:35,1,-73.97394561767578,40.79136657714844,-73.97989654541014,40.78382110595703,N,196
id3291602,1,2016-04-18 01:54:13,2016-04-18 02:05:28,1,-74.00246429443358,40.7334213256836,-73.9832763671875,40.75713348388672,N,675
id2939661,1,2016-03-18 06:31:45,2016-03-18 06:41:37,1,-73.9782943725586,40.77298355102539,-73.97389221191406,40.75412368774414,N,592
id1194222,2,2016-04-10 00:26:25,2016-04-10 00:51:24,1,-73.99237060546875,40.7253303527832,-73.98873138427734,40.777881622314446,N,1499
id0147704,2,2016-05-25 22:13:22,2016-05-25 22:46:50,1,-73.9844207763672,40.7249755859375,-73.955322265625,40.655078887939446,N,2008
id3611226,2,2016-06-05 09:34:03,2016-06-05 09:42:57,1,-73.98597717285155,40.76215744018555,-73.97697448730467,40.74748611450195,N,534
id3988208,1,2016-03-01 21:40:13,2016-03-01 21:47:26,1,-73.94892883300781,40.79740524291992,-73.96743774414062,40.78954315185546,N,433
id0480924,2,2016-03-29 03:33:37,2016-03-29 03:44:13,1,-73.99981689453125,40.72843170166016,-74.05081176757811,40.73809051513672,N,636
id0833453,1,2016-06-01 12:52:29,2016-06-01 13:10:49,2,-73.99722290039062,40.72234725952149,-73.98463439941406,40.74566268920898,N,1100
id1395947,1,2016-03-19 16:46:57,2016-03-19 17:23:29,1,-73.98113250732422,40.78168487548828,-73.981201171875,40.781299591064446,N,2192
id0243048,2,2016-06-04 23:43:03,2016-06-04 23:51:41,1,-73.93981170654298,40.81560134887695,-73.9586410522461,40.79996109008789,N,518
id0739381,2,2016-06-21 06:46:30,2016-06-21 06:57:55,6,-73.9640121459961,40.80809020996094,-73.99046325683594,40.76717758178711,N,685
id2003085,2,2016-03-25 20:44:54,2016-03-25 20:58:42,2,-73.96311950683594,40.75810241699219,-73.96560668945312,40.790283203125,N,828
id1727712,2,2016-06-29 19:51:36,2016-06-29 19:59:06,1,-73.98706817626953,40.739540100097656,-73.98265838623048,40.735721588134766,N,450
id0092139,1,2016-01-16 17:10:57,2016-01-16 17:29:55,1,-74.00241088867188,40.72407150268555,-73.98356628417967,40.75766372680664,N,1138
id0179765,1,2016-02-20 23:10:39,2016-02-20 23:18:46,2,-73.9925537109375,40.72530364990234,-73.9946060180664,40.71965026855469,N,487
id3758654,1,2016-02-14 20:49:47,2016-02-14 20:51:23,1,-74.00528717041014,40.72259521484375,-74.00457000732422,40.72389602661133,N,96
id3083921,1,2016-05-21 12:22:31,2016-05-21 12:29:14,2,-73.99028778076173,40.763973236083984,-73.97960662841797,40.76081848144531,N,403
id0151990,1,2016-02-14 01:14:36,2016-02-14 01:18:29,1,-73.97914123535155,40.76192474365234,-73.99016571044923,40.76654052734375,N,233
id2966759,1,2016-06-25 15:26:58,2016-06-25 15:34:21,1,-73.97013854980467,40.752891540527344,-73.98188781738281,40.739990234375,N,443
id0297795,2,2016-03-15 19:17:01,2016-03-15 19:20:44,1,-73.97196960449217,40.794048309326165,-73.97329711914062,40.79790878295898,N,223
id3888107,2,2016-06-21 18:30:05,2016-06-21 18:44:43,1,-73.96942901611328,40.757469177246094,-73.9827423095703,40.771968841552734,N,878
id0092643,1,2016-06-07 22:43:09,2016-06-07 22:56:10,2,-74.0008773803711,40.74184036254882,-73.9910430908203,40.74722671508789,N,781
id1625242,1,2016-06-07 08:15:54,2016-06-07 08:28:10,1,-73.99762725830078,40.73777770996094,-74.00828552246092,40.74677658081056,N,736
id1158393,1,2016-06-01 22:16:19,2016-06-01 22:34:24,1,-73.96741485595702,40.761756896972656,-73.92103576660156,40.76946258544922,N,1085
id2995326,1,2016-02-05 13:54:18,2016-02-05 13:59:11,1,-74.00586700439453,40.74108123779297,-73.99239349365233,40.73556137084961,N,293
id1604579,1,2016-06-06 19:51:32,2016-06-06 20:07:01,1,-73.96790313720702,40.76555252075195,-73.96857452392578,40.79889678955078,N,929
id2673049,1,2016-04-13 09:54:24,2016-04-13 10:30:56,2,-73.97001647949219,40.789600372314446,-74.0139389038086,40.71483612060546,N,2192
id2583198,1,2016-05-14 18:51:31,2016-05-14 19:53:50,1,-73.79021453857422,40.643508911132805,-74.00952911376953,40.70578384399414,N,3739
id3572749,2,2016-02-17 18:36:46,2016-02-17 18:50:35,1,-73.98792266845702,40.770069122314446,-73.95319366455078,40.78279113769531,N,829
id1139183,1,2016-05-09 09:29:46,2016-05-09 09:34:38,1,-73.95381164550781,40.76704025268555,-73.96334075927734,40.76899337768555,N,292
id3508248,1,2016-01-04 03:42:09,2016-01-04 03:47:16,1,-73.98795318603516,40.74380493164063,-73.99179077148438,40.75000762939453,N,307
id2843597,1,2016-02-16 18:55:55,2016-02-16 19:08:56,1,-73.98886108398438,40.75821304321289,-73.96269226074217,40.796680450439446,N,781
id0797253,2,2016-06-06 13:04:57,2016-06-06 13:19:15,1,-73.98993682861328,40.7467155456543,-73.97853851318358,40.75249862670898,N,858
id1214191,2,2016-01-09 11:31:01,2016-01-09 11:40:11,4,-73.99140930175781,40.74464797973633,-73.9950942993164,40.72493362426758,N,550
id1365460,2,2016-04-25 07:08:29,2016-04-25 07:14:12,1,-73.98491668701173,40.76905059814453,-73.97570037841797,40.7630615234375,N,343
id3825370,1,2016-05-08 16:57:30,2016-05-08 17:36:48,4,-74.00839233398438,40.74908065795898,-73.97919464111328,40.6697654724121,N,2358
id1891478,2,2016-05-30 11:38:27,2016-05-30 11:45:05,2,-73.97090148925781,40.75983047485352,-73.97090148925781,40.75983047485352,N,398
id0051866,1,2016-01-04 18:48:12,2016-01-04 18:58:50,1,-73.96265411376953,40.7724494934082,-73.9784927368164,40.755836486816406,N,638
id3638105,2,2016-06-23 23:04:27,2016-06-23 23:22:40,1,-74.00359344482422,40.72257232666016,-73.97468566894531,40.68634033203125,N,1093
id3485263,2,2016-05-04 21:35:33,2016-05-04 21:47:26,1,-73.98736572265625,40.7226448059082,-74.0038833618164,40.73473739624024,N,713
id3528412,1,2016-05-13 09:56:21,2016-05-13 10:00:29,1,-73.95974731445312,40.77674865722656,-73.9532470703125,40.785789489746094,N,248
id3579875,1,2016-04-23 11:11:27,2016-04-23 11:43:37,1,-73.98194122314453,40.76341247558594,-73.99542999267578,40.71963119506836,N,1930
id0833022,2,2016-04-19 22:31:40,2016-04-19 22:37:27,1,-73.95243072509764,40.79840850830078,-73.949951171875,40.79058837890625,N,347
id3264393,2,2016-06-25 22:59:21,2016-06-25 23:08:46,2,-73.97042846679686,40.75624084472656,-73.98652648925781,40.7665901184082,N,565
id0616736,2,2016-01-19 10:20:07,2016-01-19 10:34:51,2,-73.96932220458984,40.763519287109375,-73.97138977050781,40.761749267578125,N,884
id2046505,2,2016-04-21 23:59:24,2016-04-22 00:06:30,5,-73.98540496826173,40.73820495605469,-73.97836303710938,40.75112533569336,N,426
id2203238,2,2016-04-02 19:21:54,2016-04-02 19:28:03,2,-73.9792709350586,40.730010986328125,-73.98174285888672,40.73989868164063,N,369
id1986470,2,2016-02-20 01:07:03,2016-02-20 01:16:13,1,-73.98609161376953,40.75796890258789,-73.98335266113281,40.743770599365234,N,550
id3572411,2,2016-04-25 19:04:35,2016-04-25 19:09:03,1,-73.97090911865233,40.76140594482422,-73.97366333007811,40.76454162597656,N,268
id0500836,2,2016-01-27 10:04:50,2016-01-27 10:34:35,1,-73.99331665039062,40.75623321533203,-73.98973846435547,40.734371185302734,N,1785
id1160561,1,2016-03-18 10:53:26,2016-03-18 11:09:04,1,-74.0053482055664,40.71868896484375,-73.9908905029297,40.7457275390625,N,938
id3088186,2,2016-06-04 03:55:01,2016-06-04 04:12:14,1,-73.98724365234375,40.76067352294922,-73.92682647705078,40.762725830078125,N,1033
id2438985,1,2016-01-31 14:28:30,2016-01-31 14:36:45,1,-73.95343017578125,40.78261184692384,-73.97037506103516,40.76800155639648,N,495
id1188146,2,2016-03-13 16:12:06,2016-03-13 16:32:22,4,-73.98845672607422,40.74298095703125,-74.01339721679686,40.71076965332031,N,1216
id0255216,1,2016-05-04 20:32:34,2016-05-04 20:41:53,1,-73.93987274169923,40.75128173828125,-73.95292663574217,40.76827239990234,N,559
id0660195,2,2016-05-25 11:13:34,2016-05-25 11:43:47,5,-73.95587921142578,40.77922821044922,-73.98580169677734,40.746257781982415,N,1813
id0566979,1,2016-06-03 09:57:10,2016-06-03 10:01:41,1,-73.95948791503906,40.80135726928711,-73.96974182128906,40.79747772216797,N,271
id3716633,2,2016-05-16 12:20:24,2016-05-16 12:35:39,1,-73.96813201904298,40.755401611328125,-74.00707244873048,40.705509185791016,N,915
id2676557,1,2016-02-03 07:21:32,2016-02-03 07:23:09,1,-73.98301696777342,40.738807678222656,-73.97811889648438,40.74818420410156,N,97
id2533481,2,2016-05-20 22:25:48,2016-05-20 22:43:57,3,-73.98988342285155,40.73553085327149,-73.97640228271484,40.76554107666016,N,1089
id3100200,1,2016-03-07 11:57:33,2016-03-07 12:00:45,1,-73.9544906616211,40.784122467041016,-73.96086883544923,40.77589797973633,N,192
id3098811,2,2016-02-03 11:26:31,2016-02-03 11:31:55,2,-73.99471282958984,40.72565841674805,-73.99044036865233,40.73714065551758,N,324
id3547943,2,2016-03-23 07:55:30,2016-03-23 07:58:52,1,-73.96235656738281,40.776123046875,-73.96501922607422,40.77534103393555,N,202
id3388355,2,2016-03-25 03:31:30,2016-03-25 03:46:45,1,-73.99011993408203,40.74114227294922,-73.9951629638672,40.68381118774414,N,915
id0584615,2,2016-04-28 07:27:00,2016-04-28 07:33:38,2,-73.9874267578125,40.755126953125,-73.98683166503906,40.74041366577149,N,398
id0622637,2,2016-04-26 08:11:56,2016-04-26 08:19:18,5,-73.97480010986328,40.75054931640625,-73.96180725097656,40.759868621826165,N,442
id2237068,2,2016-02-22 09:03:39,2016-02-22 09:16:38,2,-73.98111724853516,40.744510650634766,-74.00170135498048,40.7564582824707,N,779
id2700601,2,2016-05-15 20:25:45,2016-05-15 20:29:58,1,-73.9881591796875,40.749908447265625,-73.99555969238281,40.75947952270508,N,253
id2054788,2,2016-03-12 13:14:36,2016-03-12 13:30:31,1,-73.98320770263672,40.76290130615234,-73.97737884521484,40.74275970458984,N,955
id2484944,1,2016-02-20 13:08:04,2016-02-20 13:13:48,1,-73.94471740722656,40.77938079833984,-73.95954132080078,40.76678466796875,N,344
id3281834,1,2016-03-12 03:04:40,2016-03-12 03:08:46,1,-74.00737762451173,40.7393684387207,-74.00689697265625,40.74413299560546,N,246
id0951142,2,2016-03-04 13:50:40,2016-03-04 13:52:54,1,-73.97420501708984,40.742500305175774,-73.97167205810547,40.7463493347168,N,134
id3646444,1,2016-05-24 00:48:34,2016-05-24 01:22:51,1,-73.79014587402342,40.64687347412109,-73.9521942138672,40.78129196166992,N,2057
id2529954,1,2016-06-17 02:18:55,2016-06-17 02:23:29,3,-73.97434234619139,40.7640037536621,-73.96236419677734,40.76385116577149,N,274
id2882780,1,2016-05-18 18:01:25,2016-05-18 18:40:28,1,-73.99005889892578,40.746826171875,-73.97775268554686,40.777099609375,N,2343
id3730700,2,2016-06-24 20:00:39,2016-06-24 20:06:27,1,-73.99164581298828,40.74989700317384,-73.99500274658203,40.73417663574219,N,348
id2723141,1,2016-06-28 06:52:46,2016-06-28 07:03:15,1,-74.00406646728516,40.70758056640625,-73.97933197021484,40.752979278564446,N,629
id3120328,1,2016-06-02 07:53:56,2016-06-02 08:10:13,1,-73.95969390869139,40.7714958190918,-73.98626708984375,40.75320816040039,N,977
id1394748,1,2016-02-21 02:14:34,2016-02-21 02:45:26,3,-73.9994888305664,40.73410034179688,-73.96280670166014,40.67301177978516,N,1852
id1485571,2,2016-05-24 16:53:02,2016-05-24 16:57:50,2,-73.9818115234375,40.77154159545898,-73.98088073730467,40.77495956420898,N,288
id1710393,2,2016-01-14 11:07:41,2016-01-14 11:12:37,1,-73.97913360595702,40.744140625,-73.97492218017578,40.74169921875,N,296
id0597402,2,2016-05-03 10:04:05,2016-05-03 10:25:12,2,-73.96861267089844,40.760250091552734,-73.96575927734375,40.79518127441406,N,1267
id3407848,2,2016-01-27 09:17:33,2016-01-27 09:26:19,1,-74.01651763916014,40.70718383789063,-74.0118637084961,40.70901870727539,N,526
id0767292,1,2016-03-25 13:54:34,2016-03-25 14:06:04,1,-73.993896484375,40.74156188964844,-73.97830963134764,40.75085067749024,N,690
id0889544,2,2016-03-25 17:47:08,2016-03-25 17:54:09,6,-73.97972869873048,40.74057769775391,-73.97085571289062,40.7554817199707,N,421
id0623536,2,2016-04-26 21:33:59,2016-04-26 21:41:02,2,-73.97645568847656,40.759124755859375,-73.97919464111328,40.74463272094727,N,423
id2619890,2,2016-05-03 19:14:08,2016-05-03 19:25:56,1,-73.96356964111328,40.75857162475586,-73.94394683837889,40.77785873413086,N,708
id0294070,2,2016-04-18 06:54:20,2016-04-18 07:01:08,1,-73.98385620117188,40.78065872192384,-73.9659652709961,40.76536560058594,N,408
id0213647,2,2016-05-16 07:56:52,2016-05-16 08:18:50,6,-73.96500396728516,40.75567626953125,-74.00196075439453,40.72474670410156,N,1318
id1322047,1,2016-06-16 10:04:16,2016-06-16 11:10:04,1,-74.00069427490233,40.737281799316406,-73.77690124511719,40.6446418762207,N,3948
id2078977,1,2016-01-15 14:24:59,2016-01-15 14:41:41,1,-73.96306610107422,40.76673126220703,-73.93858337402342,40.805000305175774,N,1002
id0120497,1,2016-03-06 16:42:01,2016-03-06 17:01:56,1,-74.00107574462889,40.74240493774414,-73.98760986328125,40.72117233276367,N,1195
id1973100,2,2016-04-16 20:11:21,2016-04-16 20:35:16,1,-73.94337463378906,40.82606887817384,-73.98128509521484,40.7630729675293,N,1435
id3457947,1,2016-02-28 12:09:42,2016-02-28 12:11:57,1,-73.9688720703125,40.767120361328125,-73.96205139160156,40.77658081054688,N,135
id2035188,2,2016-01-29 20:31:24,2016-01-29 20:34:21,1,-73.96514892578125,40.75527572631836,-73.95445251464845,40.76887130737305,N,177
id1006263,2,2016-04-23 11:01:59,2016-04-23 11:06:55,1,-73.95350646972656,40.80709838867188,-73.96750640869139,40.80038070678711,N,296
id3091695,1,2016-01-21 23:16:27,2016-01-21 23:25:11,2,-73.98240661621094,40.768253326416016,-73.95751190185547,40.77399826049805,N,524
id0787873,1,2016-03-04 17:34:21,2016-03-04 18:25:00,1,-73.78984832763672,40.64693832397461,-74.005126953125,40.70998001098633,N,3039
id0345371,2,2016-03-20 06:42:25,2016-03-20 07:09:35,2,-73.78196716308595,40.64469146728516,-73.9399185180664,40.70872116088867,N,1630
id2916371,2,2016-03-21 12:19:00,2016-03-21 12:25:18,1,-74.00647735595702,40.7324447631836,-73.99922180175781,40.7302360534668,N,378
id1036174,2,2016-04-01 22:05:32,2016-04-01 22:24:26,2,-73.98802947998048,40.750431060791016,-73.94779968261719,40.78049087524414,N,1134
id3413834,2,2016-04-17 23:47:38,2016-04-18 00:07:28,2,-73.87093353271484,40.773601531982415,-73.82536315917967,40.66177749633789,N,1190
id2113737,2,2016-01-18 20:12:26,2016-01-18 20:20:42,1,-73.97699737548828,40.78596115112305,-73.9814453125,40.77871322631836,N,496
id0037819,2,2016-05-16 17:42:32,2016-05-16 17:47:05,6,-73.98641967773438,40.756568908691406,-73.99530029296875,40.740058898925774,N,273
id3666656,2,2016-03-24 14:38:18,2016-03-24 15:35:26,2,-73.7766876220703,40.645286560058594,-73.99340057373048,40.75309753417969,N,3428
id0303696,2,2016-03-19 13:39:57,2016-03-19 13:48:14,4,-73.95646667480467,40.76424789428711,-73.96985626220702,40.763145446777344,N,497
id0372891,1,2016-03-14 21:47:41,2016-03-14 21:49:34,1,-73.97631072998048,40.78201675415039,-73.9781494140625,40.77749633789063,N,113
id0419095,1,2016-02-01 19:01:25,2016-02-01 19:25:13,1,-73.86279296875,40.768848419189446,-73.97144317626953,40.744606018066406,N,1428
id1049417,2,2016-02-10 12:55:15,2016-02-10 13:03:25,6,-73.97160339355469,40.794429779052734,-73.9527587890625,40.7891731262207,N,490
id1018348,1,2016-02-23 19:05:45,2016-02-23 19:15:15,2,-74.00784301757811,40.74530792236328,-73.98967742919923,40.74227523803711,N,570
id0049607,1,2016-03-13 18:48:49,2016-03-13 18:56:08,2,-73.97592163085938,40.75419235229492,-73.98892211914062,40.762859344482415,N,439
id0890358,2,2016-06-24 06:29:44,2016-06-24 06:38:33,1,-73.98738861083984,40.76359939575195,-73.96864318847656,40.7617416381836,N,529
id0434573,1,2016-04-22 15:14:40,2016-04-22 16:41:46,3,-73.78192138671875,40.64473342895508,-73.94640350341797,40.782241821289055,N,5226
id3796079,1,2016-02-04 07:17:51,2016-02-04 07:20:52,1,-73.97140502929686,40.74673461914063,-73.97477722167967,40.7509651184082,N,181
id3810822,2,2016-03-27 20:06:47,2016-03-27 20:15:32,1,-74.00662231445312,40.73308181762695,-74.00050354003906,40.730018615722656,N,525
id0626677,2,2016-05-10 07:27:29,2016-05-10 07:38:18,1,-73.95282745361328,40.78641128540039,-73.97776794433594,40.77379989624024,N,649
id1062824,1,2016-06-22 12:33:03,2016-06-22 12:56:41,1,-73.96286010742188,40.76639175415039,-73.98545074462889,40.75261306762695,N,1418
id0271875,2,2016-06-07 20:05:19,2016-06-07 20:10:17,5,-73.97107696533203,40.76412582397461,-73.95669555664062,40.783740997314446,N,298
id1495346,1,2016-06-17 22:32:27,2016-06-17 22:37:11,1,-73.99610137939453,40.73915481567384,-73.98767852783203,40.74427795410156,N,284
id2210145,2,2016-04-29 18:06:00,2016-04-29 18:10:56,2,-73.98738098144531,40.75053024291992,-73.98204803466798,40.75751876831056,N,296
id0261033,2,2016-04-13 11:43:54,2016-04-13 11:56:56,4,-73.98236846923827,40.773868560791016,-73.97960662841797,40.75505065917969,N,782
id0858054,1,2016-06-13 19:09:57,2016-06-13 19:18:39,1,-73.96295928955078,40.766788482666016,-73.98324584960938,40.77115631103516,N,522
id2341955,1,2016-02-27 12:24:48,2016-02-27 12:28:47,1,-73.94364166259764,40.78915786743164,-73.95057678222656,40.77948760986328,N,239
id1745148,2,2016-05-18 23:36:34,2016-05-18 23:47:25,1,-73.98343658447266,40.75484848022461,-74.00334930419923,40.72767639160156,N,651
id2322963,2,2016-03-25 23:51:25,2016-03-26 00:14:35,3,-74.00151824951173,40.734493255615234,-73.97239685058595,40.78654861450195,N,1390
id2357722,2,2016-02-06 01:51:08,2016-02-06 01:57:32,2,-74.00458526611328,40.709976196289055,-73.99742889404298,40.69548034667969,N,384
id0429106,2,2016-02-28 02:12:57,2016-02-28 02:32:49,1,-73.98924255371094,40.75823974609375,-73.91887664794923,40.75593185424805,N,1192
id1927858,1,2016-04-12 14:51:06,2016-04-12 15:08:18,1,-73.98175048828125,40.74729537963867,-74.00177764892578,40.761695861816406,N,1032
id1423063,2,2016-05-05 22:08:22,2016-05-05 22:14:09,1,-73.98257446289062,40.777053833007805,-73.98075866699219,40.76767349243164,N,347
id3578000,1,2016-01-27 14:17:38,2016-01-27 14:32:48,1,-73.95230865478516,40.74143600463867,-73.98406982421875,40.73919296264648,N,910
id0621879,1,2016-04-23 09:31:33,2016-04-23 09:51:33,1,-73.95078277587889,40.743614196777344,-74.00621795654298,40.72272872924805,N,1200
id2587483,2,2016-03-28 12:59:58,2016-03-28 13:08:11,2,-73.95390319824217,40.78707885742188,-73.94084167480467,40.79246139526367,N,493
id1030598,2,2016-03-03 11:44:24,2016-03-03 11:49:59,1,-74.00506591796875,40.71914291381836,-74.00606536865233,40.73513412475586,N,335
id3094934,1,2016-03-21 09:53:40,2016-03-21 10:22:20,1,-73.98615264892578,40.72243118286133,-73.98597717285155,40.76266860961913,N,1720
id0503659,2,2016-04-19 18:06:09,2016-04-19 18:23:09,2,-73.95220947265625,40.78450012207031,-73.96610260009764,40.804832458496094,N,1020
